period,sku_id,category_id,brand,lifetime_days,qty_total,orders_qty,abc,total_abc_numeric,avg_discount_perc_by_goods,max_discount_perc_by_goods,,avg_goods_price_by_goods,revenue,last_goods_sell_status,oos__by_goods,war,covid,year,sin_quarter,cos_quarter,sin_month,cos_month,sin_week,cos_week,data_status
9/16/2024,46310334441,672241,747920273,-70,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/9/2024,46310334441,672241,747920273,-77,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,935","-0,3546",inconsistent
9/16/2024,4636511797,672241,455317171,-72,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/16/2024,46365131910,672241,455317171,-72,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/16/2024,46381587960,672241,968502710,-73,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/16/2024,46381594945,672241,968502710,-73,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/16/2024,46381604933,672241,968502710,-73,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/16/2024,46381618435,672241,968502710,-73,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",novelty
8/5/2024,44400044666,672241,747920273,-1,0,0,,,,,,"738,3",0,available,"0,571",1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",ok
8/12/2024,44400044979,672241,747920273,6,1,1,,0,,,,"738,3","738,3",available,1,1,0,2024,-1,0,"-0,866","-0,5","-0,6631","-0,7485",ok
8/5/2024,44400044979,672241,747920273,-1,2,2,,0,,,,"738,3",0,available,"0,571",1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",ok
8/5/2024,44400045247,672241,747920273,-1,2,2,,0,,,,"702,9",0,available,"0,571",1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44400045545,672241,747920273,-1,0,0,,,,,,"833,1",0,available,"0,571",1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44550710390,672241,952631766,-14,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",unsold
9/16/2024,46694935963,672241,630991324,-88,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",novelty
1/8/2024,48609636473,672241,370793386,-414,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,1205","0,9927",unsold
1/1/2024,48609636473,672241,370793386,-421,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866",0,1,unsold
1/15/2024,48609636473,672241,370793386,-407,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,2393","0,9709",unsold
1/22/2024,48609636473,672241,370793386,-400,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,3546","0,935",unsold
1/8/2024,48609745445,672241,370793386,-414,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,1205","0,9927",novelty
1/1/2024,48609745445,672241,370793386,-421,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866",0,1,novelty
1/15/2024,48609745445,672241,370793386,-407,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,2393","0,9709",novelty
1/22/2024,48609745445,672241,370793386,-400,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,3546","0,935",novelty
1/8/2024,48609798496,672241,370793386,-414,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,1205","0,9927",unsold
1/1/2024,48609798496,672241,370793386,-421,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866",0,1,unsold
1/15/2024,48609798496,672241,370793386,-407,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,2393","0,9709",unsold
1/22/2024,48609798496,672241,370793386,-400,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,3546","0,935",unsold
1/29/2024,48609798496,672241,370793386,-393,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,4647","0,8855",unsold
1/8/2024,48609967412,672241,370793386,-414,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,1205","0,9927",unsold
1/1/2024,48609967412,672241,370793386,-421,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866",0,1,unsold
1/15/2024,48609967412,672241,370793386,-407,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,2393","0,9709",unsold
1/22/2024,48609967412,672241,370793386,-400,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,3546","0,935",unsold
1/8/2024,48609984414,672241,370793386,-414,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,1205","0,9927",unsold
1/1/2024,48609984414,672241,370793386,-421,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866",0,1,unsold
1/15/2024,48609984414,672241,370793386,-407,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,2393","0,9709",unsold
1/22/2024,48609984414,672241,370793386,-400,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,3546","0,935",unsold
1/8/2024,4861004995,672241,370793386,-414,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,1205","0,9927",unsold
1/1/2024,4861004995,672241,370793386,-421,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866",0,1,unsold
1/15/2024,4861004995,672241,370793386,-407,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,2393","0,9709",unsold
1/22/2024,4861004995,672241,370793386,-400,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,3546","0,935",unsold
1/8/2024,4867304145,672241,432414279,-416,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,1205","0,9927",unsold
1/1/2024,4867304145,672241,432414279,-423,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866",0,1,unsold
1/15/2024,4867304145,672241,432414279,-409,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,2393","0,9709",unsold
1/22/2024,4867304145,672241,432414279,-402,0,0,,,,,,0,0,,0,1,0,2024,1,0,"0,5","0,866","0,3546","0,935",unsold
8/5/2024,44754799164,672241,477244491,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44754802163,672241,477244491,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44754809351,672241,477244491,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",ok
8/12/2024,44754812989,672241,477244491,-21,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,6631","-0,7485",ok
8/5/2024,44754812989,672241,477244491,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",ok
8/5/2024,4475481627,672241,477244491,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",ok
8/5/2024,44754818694,672241,477244491,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,4475482043,672241,477244491,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44860382637,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44860382932,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/12/2024,4486038328,672241,370793386,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,6631","-0,7485",inconsistent
8/5/2024,4486038328,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44860383567,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,4486038387,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44860384161,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",novelty
8/5/2024,44860384494,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",ok
8/12/2024,44860384733,672241,370793386,-28,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,6631","-0,7485",inconsistent
8/5/2024,44860384733,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44860385094,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,44860385362,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",novelty
8/5/2024,44860385918,672241,370793386,-35,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
11/28/2022,746436995,672241,617591237,2455,1,1,,0,,,,1716,"1681,8",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
5/8/2023,746436995,672241,617591237,2616,1,1,,0,,,,"1679,229",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,746436995,672241,617591237,2609,0,0,,,,,,"1630,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
11/13/2023,7405700714,672241,581857565,1719,0,0,,,,,,"389,7",0,available,"0,429",1,0,2023,0,1,"-0,5","0,866","-0,6631","0,7485",ok
11/6/2023,7405700714,672241,581857565,1712,0,0,,,,,,"389,7",0,available,1,1,0,2023,0,1,"-0,5","0,866","-0,7485","0,6631",ok
8/5/2024,44942965112,672241,348717123,-39,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
3/25/2024,746436995,672241,617591237,2938,1,1,CCCA,6,,,,1716,0,available,1,1,0,2024,1,0,1,0,"0,9927","0,1205",inconsistent
4/10/2023,15766844963,672241,968502710,1222,0,0,,,,,,5232,0,available,"0,143",1,0,2023,0,-1,"0,866","-0,5","0,9709","-0,2393",ok
4/3/2023,15766844963,672241,968502710,1215,6,6,,0,,,,"5315,85","16199,1",available,"0,571",1,0,2023,0,-1,"0,866","-0,5","0,9927","-0,1205",ok
4/17/2023,15766844963,672241,968502710,1229,0,0,,,,,,5232,0,available,"0,143",1,0,2023,0,-1,"0,866","-0,5","0,935","-0,3546",ok
4/24/2023,15766844963,672241,968502710,1236,0,0,,,,,,"5371,749",0,available,"0,857",1,0,2023,0,-1,"0,866","-0,5","0,8855","-0,4647",ok
8/5/2024,45132580164,672241,477244491,-52,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,45132656942,672241,455317171,-52,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",ok
11/20/2023,9629394497,672241,611108271,1620,0,0,,,,,,"1799,7",0,available,1,1,0,2023,0,1,"-0,5","0,866","-0,5681","0,823",inconsistent
11/13/2023,9629394497,672241,611108271,1613,1,1,AAAA,12,,,,"1799,7","1799,7",available,"0,571",1,0,2023,0,1,"-0,5","0,866","-0,6631","0,7485",inconsistent
11/6/2023,9629394497,672241,611108271,1606,1,1,AAAB,11,"0,269","0,269",,"1799,7",0,available,"0,714",1,0,2023,0,1,"-0,5","0,866","-0,7485","0,6631",inconsistent
11/28/2022,4723833696,672241,773497904,1589,8,7,,0,"0,255","0,255",,"304,671","2524,5",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",ok
11/28/2022,4723910471,672241,773497904,1589,5,2,,0,"0,253","0,253",,"331,671",0,available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,4723938440,672241,773497904,1589,12,9,,0,"0,16","0,16",,"313,8","2745,924",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,4724133655,672241,773497904,1589,7,2,,0,"0,253","0,253",,"327,342","291,6",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
2/13/2023,746436995,672241,617591237,2532,0,0,,,,,,1716,0,available,1,1,0,2023,1,0,"0,866","0,5","0,7485","0,6631",inconsistent
2/6/2023,746436995,672241,617591237,2525,0,0,,,,,,1716,0,available,1,1,0,2023,1,0,"0,866","0,5","0,6631","0,7485",inconsistent
2/20/2023,746436995,672241,617591237,2539,1,1,,0,,,,1716,0,available,1,1,0,2023,1,0,"0,866","0,5","0,823","0,5681",inconsistent
2/27/2023,746436995,672241,617591237,2546,1,1,,0,,,,1716,1716,available,1,1,0,2023,1,0,"0,866","0,5","0,8855","0,4647",inconsistent
10/23/2023,746436995,672241,617591237,2784,1,1,BBBA,9,,,,1716,1716,available,1,1,0,2023,0,1,"-0,866","0,5","-0,8855","0,4647",inconsistent
10/16/2023,746436995,672241,617591237,2777,0,0,,,,,,1716,0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,935","0,3546",inconsistent
10/30/2023,746436995,672241,617591237,2791,0,0,,,,,,1716,0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,823","0,5681",inconsistent
5/8/2023,4723833696,672241,773497904,1750,1,1,,0,,,,"395,1",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",ok
5/1/2023,4723833696,672241,773497904,1743,0,0,,,,,,"395,1","790,2",available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",ok
5/8/2023,4723910471,672241,773497904,1750,0,0,,,,,,"410,1",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,4723910471,672241,773497904,1743,1,1,,0,,,,"410,1",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,4723938440,672241,773497904,1750,4,4,,0,,,,"334,029","309,6",available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,4723938440,672241,773497904,1743,1,1,,0,,,,"395,1","286,452",available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,4724133655,672241,773497904,1750,0,0,,,,,,"410,1",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,4724133655,672241,773497904,1743,0,0,,,,,,"410,1",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
8/5/2024,45290923710,672241,557284866,-63,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,45386498618,672241,834446616,-70,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/12/2024,45386576968,672241,834446616,-63,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,6631","-0,7485",inconsistent
8/5/2024,45386581155,672241,834446616,-70,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,45386584131,672241,834446616,-70,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",inconsistent
8/5/2024,45386591373,672241,834446616,-70,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",unsold
8/5/2024,45386601898,672241,834446616,-70,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",unsold
8/5/2024,45386603948,672241,834446616,-70,0,0,,,,,,0,0,,0,1,0,2024,-1,0,"-0,866","-0,5","-0,5681","-0,823",unsold
9/30/2024,746436995,672241,617591237,3127,1,1,CCCA,6,,,,1716,0,available,1,1,0,2024,-1,0,-1,0,-1,0,inconsistent
3/25/2024,4723833696,672241,773497904,2072,1,1,BCBA,8,"0,073","0,073",,"386,958",0,available,1,1,0,2024,1,0,1,0,"0,9927","0,1205",ok
3/25/2024,4723938440,672241,773497904,2072,6,5,ABBB,9,,,,"385,842","1580,4",available,1,1,0,2024,1,0,1,0,"0,9927","0,1205",inconsistent
3/25/2024,4724133655,672241,773497904,2072,1,1,BCBA,8,,,,"401,613",0,available,1,1,0,2024,1,0,1,0,"0,9927","0,1205",inconsistent
11/28/2022,598294111,672241,773497904,1482,1,1,,0,"0,253","0,253",,"271,2","737,1",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",ok
11/28/2022,5982960035,672241,773497904,1482,4,3,,0,"0,254","0,254",,"358,971","2025,3",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",ok
11/28/2022,598302302,672241,773497904,1482,0,0,,,,,,"391,5",0,available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996489657,672241,773497904,1481,0,0,,,,,,"385,2","348,9",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996490387,672241,773497904,1481,0,0,,,,,,"449,7","449,7",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996537271,672241,773497904,1481,1,1,,0,"0,253","0,253",,"494,829","454,2",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,599653937,672241,773497904,1481,14,3,,0,"0,256","0,256",,"196,5",4323,available,"0,286",1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",ok
11/28/2022,5996540711,672241,773497904,1481,4,4,,0,"0,089","0,089",,"275,271","657,6",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996552646,672241,773497904,1481,0,0,,,,,,"353,1","1597,5",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996815882,672241,773497904,1481,0,0,,,,,,"391,5","709,2",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996820047,672241,773497904,1481,1,1,,0,,,,"386,229","354,6",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996899120,672241,773497904,1481,0,0,,,,,,"385,2","348,9",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996932035,672241,773497904,1481,0,0,,,,,,"385,2","348,9",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996937634,672241,773497904,1481,1,1,,0,"0,253","0,253",,"501,6","454,2",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,5996941129,672241,773497904,1481,0,0,,,,,,"454,2","908,4",available,1,1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",inconsistent
11/28/2022,599703217,672241,773497904,1481,2,2,,0,"0,256","0,256",,"230,25",786,available,"0,857",1,0,2022,0,1,"-0,5","0,866","-0,4647","0,8855",ok
11/20/2023,15766844963,672241,968502710,1446,11,11,AAAA,12,"0,223","0,223",,"4199,7","33093,6",available,1,1,0,2023,0,1,"-0,5","0,866","-0,5681","0,823",ok
11/13/2023,15766844963,672241,968502710,1439,0,0,,,,,,"5228,271",0,available,1,1,0,2023,0,1,"-0,5","0,866","-0,6631","0,7485",ok
11/6/2023,15766844963,672241,968502710,1432,0,0,,,,,,"5399,7",0,available,1,1,0,2023,0,1,"-0,5","0,866","-0,7485","0,6631",ok
5/29/2023,598294111,672241,773497904,1664,1,1,,0,,,,"345,3","690,6",available,1,1,0,2023,0,-1,"0,5","-0,866","0,4647","-0,8855",ok
5/1/2023,598294111,672241,773497904,1636,1,1,,0,,,,"345,3","1035,9",available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",ok
5/8/2023,598294111,672241,773497904,1643,4,4,,0,,,,"334,629","345,3",available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",ok
5/1/2023,5982960035,672241,773497904,1636,1,1,,0,,,,"449,4",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",ok
5/8/2023,5982960035,672241,773497904,1643,3,2,,0,,,,"449,4","898,8",available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",ok
5/1/2023,598302302,672241,773497904,1636,0,0,,,,,,"498,6",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,598302302,672241,773497904,1643,0,0,,,,,,"498,6",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996489657,672241,773497904,1635,0,0,,,,,,"490,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996489657,672241,773497904,1642,0,0,,,,,,"490,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996490387,672241,773497904,1635,0,0,,,,,,"638,4",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996490387,672241,773497904,1642,0,0,,,,,,"638,4",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996537271,672241,773497904,1635,0,0,,,,,,"638,4",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996537271,672241,773497904,1642,0,0,,,,,,"638,4",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,599653937,672241,773497904,1635,22,3,,0,,,,"277,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",ok
5/8/2023,599653937,672241,773497904,1642,0,0,,,,,,"277,2","6098,4",available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",ok
5/1/2023,5996540711,672241,773497904,1635,1,1,,0,,,,"345,3","345,3",available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996540711,672241,773497904,1642,2,2,,0,,,,"345,3","345,3",available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996552646,672241,773497904,1635,0,0,,,,,,"449,4",0,available,"0,429",1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996552646,672241,773497904,1642,0,0,,,,,,"449,4",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996815882,672241,773497904,1635,0,0,,,,,,"498,6",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996815882,672241,773497904,1642,0,0,,,,,,"498,6",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996820047,672241,773497904,1635,0,0,,,,,,"498,6","498,6",available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996820047,672241,773497904,1642,0,0,,,,,,"498,6",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996899120,672241,773497904,1635,0,0,,,,,,"490,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996899120,672241,773497904,1642,0,0,,,,,,"490,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996932035,672241,773497904,1635,0,0,,,,,,"490,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
5/8/2023,5996932035,672241,773497904,1642,0,0,,,,,,"490,2",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,7485","-0,6631",inconsistent
5/1/2023,5996937634,672241,773497904,1635,0,0,,,,,,"638,4",0,available,1,1,0,2023,0,-1,"0,5","-0,866","0,823","-0,5681",inconsistent
